# ['H0', 'ombh2', 'omch2', 'tau', 'As', 'ns']
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.701770115577916442e+01 2.245457349164899780e-02 1.219678908585513089e-01 5.902951535364365371e-02 2.135741282340999533e-09 9.630785532416272776e-01
6.727321057260874682e+01 2.268069826215922749e-02 1.219338920923537378e-01 4.447603741332329524e-02 2.076469385473893031e-09 9.628695411263127335e-01
6.727321057260874682e+01 2.268069826215922749e-02 1.219338920923537378e-01 4.447603741332329524e-02 2.076469385473893031e-09 9.628695411263127335e-01
6.727321057260874682e+01 2.268069826215922749e-02 1.219338920923537378e-01 4.447603741332329524e-02 2.076469385473893031e-09 9.628695411263127335e-01
6.727321057260874682e+01 2.268069826215922749e-02 1.219338920923537378e-01 4.447603741332329524e-02 2.076469385473893031e-09 9.628695411263127335e-01
6.727321057260874682e+01 2.268069826215922749e-02 1.219338920923537378e-01 4.447603741332329524e-02 2.076469385473893031e-09 9.628695411263127335e-01
6.780311403116074587e+01 2.253320567692054799e-02 1.202239828290327522e-01 3.119019289101077064e-02 2.005504261443174679e-09 9.691665404082107083e-01
6.780311403116074587e+01 2.253320567692054799e-02 1.202239828290327522e-01 3.119019289101077064e-02 2.005504261443174679e-09 9.691665404082107083e-01
6.780311403116074587e+01 2.253320567692054799e-02 1.202239828290327522e-01 3.119019289101077064e-02 2.005504261443174679e-09 9.691665404082107083e-01
6.780311403116074587e+01 2.253320567692054799e-02 1.202239828290327522e-01 3.119019289101077064e-02 2.005504261443174679e-09 9.691665404082107083e-01
6.780311403116074587e+01 2.253320567692054799e-02 1.202239828290327522e-01 3.119019289101077064e-02 2.005504261443174679e-09 9.691665404082107083e-01
6.780311403116074587e+01 2.253320567692054799e-02 1.202239828290327522e-01 3.119019289101077064e-02 2.005504261443174679e-09 9.691665404082107083e-01
6.699410488847850331e+01 2.241083649553537310e-02 1.218011973143698218e-01 3.166359052238567479e-02 2.017670033758698831e-09 9.609987547711535960e-01
6.572988812551044191e+01 2.238990886801606531e-02 1.247595684862237292e-01 4.361906121819855708e-02 2.084003364167285795e-09 9.566808275142996143e-01
6.572988812551044191e+01 2.238990886801606531e-02 1.247595684862237292e-01 4.361906121819855708e-02 2.084003364167285795e-09 9.566808275142996143e-01
6.644839780954946207e+01 2.237403111540522613e-02 1.225769982397114516e-01 3.301200622331478679e-02 2.029430650205131581e-09 9.579939223485225419e-01
6.646607413067597747e+01 2.227052848791363782e-02 1.224437438033356002e-01 6.216803158245285538e-02 2.152590095117537833e-09 9.634844041723400476e-01
6.646607413067597747e+01 2.227052848791363782e-02 1.224437438033356002e-01 6.216803158245285538e-02 2.152590095117537833e-09 9.634844041723400476e-01
6.646607413067597747e+01 2.227052848791363782e-02 1.224437438033356002e-01 6.216803158245285538e-02 2.152590095117537833e-09 9.634844041723400476e-01
6.725976768136091266e+01 2.243885121135347563e-02 1.208768062905938440e-01 7.032577896918403015e-02 2.180823798978885129e-09 9.655397355919246305e-01
6.756483835533271076e+01 2.240459879017765721e-02 1.205137922264519490e-01 5.163707396661176841e-02 2.092003145922564115e-09 9.676245886304370991e-01
6.756483835533271076e+01 2.240459879017765721e-02 1.205137922264519490e-01 5.163707396661176841e-02 2.092003145922564115e-09 9.676245886304370991e-01
6.756483835533271076e+01 2.240459879017765721e-02 1.205137922264519490e-01 5.163707396661176841e-02 2.092003145922564115e-09 9.676245886304370991e-01
